incident_id,hour_float,latitude,longitude,victim_age,temp_c,humidity,dist_precinct_km,pop_density,weapon_code,scene_type,weather,vic_gender,split,killer_id
16,7.524172868930928,37.91619303202116,23.57925919985145,80.58597959598112,8.783637478920594,52.08879100834625,0.3183029266782715,2.877186527058769,2,1,3,0,TRAIN,3
17,12.268471490396873,38.13368758682894,23.700571636049414,15.0,17.27718778979864,94.3744064627983,0.6357511729802909,6.227828637545218,0,2,2,1,TEST,6
18,10.921187814495395,37.97991699673362,23.6210058084246,51.74142559175464,11.973190810213918,65.25597283675086,0.3019690833793446,4.174746384382832,3,2,3,0,TRAIN,3
19,12.138221887879647,37.99531427771623,23.62906210527614,53.74751404999317,16.372831520819137,62.512057659877556,0.24041412126916847,4.072129601919878,2,0,0,0,TRAIN,3
20,10.738129149070978,37.972901320286724,23.598235663755176,61.42365088575083,9.666731625844516,65.06054867147085,0.11511931926747263,1.9930460644662862,2,3,3,0,TEST,3
21,20.548591595190196,37.86729019607278,23.717622218471067,90.0,18.345019676105615,30.922392903462022,0.293010519060747,6.745470915439936,4,0,1,1,TEST,4
22,13.27110105448568,37.80630685202742,23.61908961600483,90.0,19.196459336827438,32.4254954546501,0.9160161671973893,4.673983123982212,3,0,0,0,TRAIN,7
23,7.317404455361697,38.019109767665284,23.83789785177577,88.70379292633564,24.61534570378047,55.71478429922837,0.8412028547791072,10.840555719997283,2,3,2,1,TEST,4
24,19.247401375501433,37.85398648930853,23.702344241783013,63.48063858353814,24.4248749205461,11.433782013197053,3.046644252661619,8.35780751507108,5,1,0,0,TRAIN,7
25,14.221250055649463,38.15474731846171,23.728948490191094,15.0,23.266545983750166,89.5557685480954,0.686920704093172,8.166873068504898,5,1,1,0,TRAIN,6
26,12.659585834842899,37.86149520094911,23.648576259686156,43.12855712710473,24.342146485943545,36.734800723905025,1.6381413437357202,5.821721665846345,0,0,0,0,TEST,7
27,7.604755277607991,37.762572754630284,23.55979833800205,68.92506487017874,28.74773447815688,10.0,2.232074374435791,3.419427364162789,5,3,0,0,TEST,7
28,11.287993373848174,37.99911600242343,23.64598209034132,90.0,16.923272624343277,46.384766910584034,0.17995363480635776,3.6042351077607244,2,2,0,1,TEST,3
29,9.171644280283983,37.7661915083426,23.600029204941222,90.0,20.455375023986495,12.805671217058375,0.93071758870322,3.6905381341113417,0,3,1,0,VAL,7
30,8.119861064828166,37.991251418668135,23.58793603891575,64.71571210653536,7.622552013083935,63.64495533931157,0.08808837664700853,2.6306009450883265,3,1,3,0,TRAIN,3
31,9.531418656755454,38.00774679190797,23.61623226426762,71.15826330788612,8.61885367015528,61.20411646085236,0.1348080761102568,2.738625392031523,1,2,3,0,TRAIN,3
32,10.476233750445736,38.02077742297737,23.628038652055405,58.14440901105938,16.051744059653437,70.19535169940073,0.13828549170528162,3.8068863271551483,3,0,3,0,TRAIN,3
33,4.581245452090999,37.933000381980804,23.54471930072887,78.40627550787165,9.62500062641807,42.97245927339023,0.24396401381375646,2.117023852453916,2,1,0,0,TEST,5
34,14.145228032028891,37.98985597654667,23.636875129598188,78.04340640777393,18.978215721156143,59.3799116576011,0.2314739664860841,3.708721126791102,2,3,0,1,TRAIN,3
35,23.559751255894803,37.821246930825346,23.759255162159686,90.0,24.36006181386535,14.576977161600098,2.0823647714179527,8.547081926562718,0,0,0,0,VAL,7
36,3.9205930206384867,37.9912088720655,23.551564889122247,61.80339923293593,7.042571540000614,63.395876009201544,0.013896543239057299,1.0779035993892163,2,3,0,0,TEST,3
37,11.079389193858976,37.942373805041235,23.6400113865108,68.9617622172546,12.406803785564449,52.639755527753955,0.22556579072472874,3.1912008655812656,3,2,0,0,TRAIN,3
38,13.874889172725771,37.95843898305523,23.644755464964412,62.05719607031095,13.163882069020056,51.49256652665347,0.18269209603306738,4.529363976987089,3,3,0,1,VAL,3
39,7.113729183097796,37.93770070708401,23.60750832459605,63.399884886433554,14.839694371912218,39.19687558287821,0.21476571762061142,2.622841010357416,0,2,0,0,VAL,3
40,11.596176754149399,38.05552353938837,23.62664536881312,15.0,23.71530620908464,86.82455343122173,0.6269099600234069,4.406188515405804,4,0,4,0,VAL,1
41,16.532234644706726,37.79530345818051,23.63682794720901,90.0,20.652304253107744,22.42628055531754,0.38953301707418386,4.555324621646546,0,0,1,1,TRAIN,4
42,12.936626704952014,37.94043081454992,23.654022186074958,60.65339578243075,18.659623510227963,58.482808903224566,0.4852220795092448,4.09847507799509,3,3,3,0,VAL,3
43,13.490142796525491,37.93768644672407,23.650693878278926,15.0,31.880335022653465,49.172009907809645,4.184258288374352,6.7222862031245025,1,1,4,0,TRAIN,2
44,19.39824520098822,37.91029721096627,23.705966939083336,81.11712483564318,19.316545367026542,56.92751613289514,0.3212259516104509,5.886591450136897,4,0,1,1,TEST,4
45,7.538633500965576,37.884880628157525,23.620959309148997,85.45521605345516,17.906428128021535,31.840056519019505,0.3356800490543482,2.0507054083715843,2,2,3,0,TEST,3
46,4.53888923487664,37.965110978753714,23.554264548671863,85.38659290218594,9.871572661338607,43.34978795486507,0.06042847993272934,1.5078923538955993,3,0,3,0,TRAIN,3
47,9.213166321518226,38.00678155810065,23.591931617013767,69.62327263394634,9.93227730451169,68.31891973526473,0.08958458015054258,1.9879403333300232,3,2,0,1,TRAIN,3
48,10.40227317021088,38.00495743775792,23.656265675854783,66.79574415584372,13.661326086401566,64.35666393340637,0.14131123109859375,4.073889841068753,3,0,3,0,TEST,3
49,8.913530578365611,37.99461651478695,23.616445344973652,60.06206596846874,16.861654491760582,62.4741379156097,0.3418762066345135,4.197131149440873,2,2,3,0,VAL,3
50,11.929694877073281,38.014898552921345,23.62961875822779,68.43485431437344,14.605232381186442,68.07225159124195,0.08872429924106562,3.62805316725289,2,2,0,0,TRAIN,3
51,6.764253658447117,37.891567868653965,23.548440031138377,74.89057205566775,7.670631185342543,47.03470630589458,0.2991042973478543,2.284791832739004,3,2,3,0,TEST,3
52,11.171896365182791,37.96609683538184,23.62351135447565,41.33199976177971,15.835486188054372,46.51087767948093,0.535463105797996,3.829789945356311,1,2,0,0,TRAIN,3
53,9.230224790018653,37.938906361522804,23.58409257492789,65.02606219114597,17.0547775594365,53.68320679457351,0.2509142909103888,3.053038531789606,3,2,3,1,TRAIN,3
54,7.433749423845151,37.963666610766076,23.594766602689404,77.43006281402359,10.982789551381535,53.73842128635127,0.17125828261328305,2.577460279053322,2,2,0,0,TEST,3
55,8.778304869800591,37.944890069851404,23.631832227329696,84.75478055810954,17.56911630303421,42.60954838438411,0.24953679745782875,3.4264076170078237,2,2,0,0,VAL,3
56,8.186396141332173,37.96247865612584,23.61064566068506,59.830627157852234,19.287080739993726,42.175624610763506,0.3278502692568211,3.356235486328988,3,2,0,0,TEST,3
57,8.593827117307221,37.97019458249504,23.62767933210298,65.85045538579853,13.001191784022861,71.056514637934,0.33902546750064466,3.3315673667354964,3,1,1,0,TRAIN,3
58,12.79856006090936,38.02870825862119,23.656884108315957,59.22094033958585,12.822573858811996,60.507369812966175,0.21305615464536648,4.208231878254785,2,3,3,0,VAL,3
59,16.128264211173082,37.88946682574869,23.672507245312264,52.693402088968654,22.99140614156706,48.56947085011071,1.49888566371253,5.648262728831854,3,0,3,0,TRAIN,3
60,14.91924551310974,37.81238470190442,23.65035791207014,90.0,21.26561203631747,19.15858300520988,1.0520307725622433,5.676194173617544,0,1,0,0,TEST,7
61,13.851905419062629,37.9199921536672,23.6295965174541,63.88933420956374,18.57119106203831,29.956945907537285,0.8239911050675667,4.636100517038639,3,1,3,0,TEST,3
62,21.537788753598146,37.7510856018179,23.720079625066134,90.0,24.018675172500007,10.0,1.5386778969424773,7.346413121462316,0,3,0,1,TEST,7
63,6.912823212249471,38.01226869830813,23.627702423914908,76.8073869799083,4.883849981724168,70.63913795950012,0.05441614513383554,2.6852438293740426,3,0,3,0,TRAIN,3
64,13.52375207854945,38.13502057577006,23.70858035104926,15.0,28.990586916747265,96.79572792182363,1.6563720095279928,8.288648825283579,4,2,1,1,TEST,6
65,21.699713787775956,37.783907376948584,23.707187804317876,90.0,13.411592006947973,10.0,0.14698013364235646,5.783410967632476,4,0,2,1,TRAIN,4
66,10.75109037638602,37.99142307654778,23.626382826888538,77.4193420167164,5.8040988432962735,71.94852652105519,0.11792712361827984,2.6556400600630594,3,0,3,0,TRAIN,3
67,17.1623067929441,38.071003022409805,23.729899240494962,15.0,31.98528508349316,74.86651060960018,2.3176948754309756,9.327017700758505,3,2,0,1,TEST,6
68,4.186042710750826,37.958941312499675,23.54600104839673,73.9856916159998,5.35617593387477,51.131614239389584,0.047965912881070986,1.933526625718392,5,3,0,1,TRAIN,3
69,13.650763339940234,37.91588458281942,23.673380826519033,15.0,33.22680693208791,44.417136466254135,2.958278618721868,6.5577523392196175,2,0,4,0,TEST,2
70,19.46315358157182,37.84350967218794,23.68487350062525,90.0,16.275030810635634,15.34924026180272,0.6916938966717088,6.101014089514039,0,0,1,0,TRAIN,4
71,11.396650122235313,37.980186924564386,23.638455407348445,63.00604920854644,14.449341174770524,51.45606283236594,0.15448932112510882,5.359563778703844,3,2,0,1,TRAIN,3
72,23.162611077419886,37.89615559716887,23.54353072971636,43.714859657756364,8.91410969150211,45.18088161684394,0.4483868128074247,1.8306144332503824,0,1,0,1,TRAIN,5
73,6.1778302665994085,37.94145109720863,23.61117727812061,86.79901792058743,14.847046486934643,38.82058817340128,0.2116484457320059,2.8583205437629258,3,2,3,1,VAL,3
74,8.74374096535226,37.9568882526783,23.622448619833907,53.8337686081694,16.8278726226864,46.57442540702384,0.28407175601228657,2.882173672097445,2,3,1,0,TRAIN,3
75,13.103090663698893,38.15140245053924,23.7001038917764,15.0,23.179061553794778,97.9937257546204,1.1080388407941355,7.2273377050697745,0,1,2,0,VAL,6
76,11.583494215182473,37.92303711451528,23.610036317631636,15.0,25.071556477785133,25.204649025079622,2.5992488808886653,6.064779591793058,2,2,1,1,VAL,2
77,17.01920681067893,37.740192792195,23.650342223692025,90.0,17.641855380715803,16.541081973591794,1.0037230684279004,5.593836522352105,0,0,1,0,TEST,7
78,8.933826062789729,37.94756181562434,23.61961161705358,74.24601174858526,15.193245726737565,59.46769376708929,0.08712212012777519,3.312150265514597,2,3,0,0,TRAIN,3
79,22.313350012067378,37.91510229893588,23.74712242462361,90.0,16.819841123642917,41.36863477441983,0.346831029727864,6.947717342576985,0,3,1,1,TRAIN,4
80,10.48342321031474,37.969688096739475,23.610269600458142,61.20044408559736,16.277646053013935,63.95254737691528,0.23885798778852735,3.535055791806532,5,3,1,0,TEST,3
81,2.377516735353936,38.000204168521726,23.577396758687794,76.00412390018398,0.2638807733273545,60.972866715923914,0.022215939175628144,1.323395726380225,3,0,1,0,VAL,3
82,7.843075843986406,38.118689734015895,23.571438006123326,24.515286658855405,13.236464717724704,94.5805617937106,0.07850574253343186,2.3557587944129232,0,1,0,1,VAL,1
83,6.61839692703756,37.88360729866134,23.570331405183445,87.2385750285808,11.834190196382071,21.941077380331766,0.18024224110694553,1.9630890146916924,2,3,4,0,TRAIN,3
84,9.087223509296571,37.8940773486548,23.594755183842295,74.19406656119548,11.171351980057278,30.689793027349065,0.6130503239671844,3.5024958730810427,0,3,0,0,TRAIN,7
85,15.446689351631413,37.83855882544501,23.622915319693732,69.10038864945389,23.70252881780687,27.83435219535501,1.7875241883405086,5.280943646564854,4,0,1,0,VAL,7
86,10.617053320214632,37.970433561016335,23.598865489409576,62.73832275730773,10.073007163197158,53.38623183990633,0.42409600564696043,3.8934433992964013,3,3,0,1,TRAIN,3
87,7.750356834777335,37.89615580848612,23.595759385687856,68.85475436613032,19.824426991016225,42.95334389893713,0.48685175530424807,3.003792655825033,3,2,0,0,TRAIN,3
88,5.087496661317145,37.883691835803425,23.571280150598138,80.5566380567704,11.94362183369828,30.429401529954912,0.24450934449367598,1.3154433840168664,3,2,0,0,VAL,3
89,19.770881801204233,37.89538366414794,23.73395440543902,61.13688255555638,30.46583209617267,35.71542414962582,1.9202904030090309,7.778264473708934,0,3,0,0,TRAIN,7
90,9.887622063607136,38.007727710279944,23.621184956520906,15.0,26.144509882879323,55.83982193503155,3.3025438484802163,5.934632504867786,2,0,4,0,VAL,2
91,13.083061597820471,37.89346570564792,23.64589091169747,66.95215861593616,19.011001182777747,20.32061656016249,1.8581897603797206,5.373560853530687,3,2,4,0,VAL,3
92,8.664042254648171,38.007032497162456,23.606726665299274,51.71712093493216,12.406596864335404,49.213885121278345,0.12612652880587147,3.8826029008450518,1,1,0,0,TRAIN,3
93,7.811292238260171,38.03959551869712,23.59951717787114,58.1442698417396,13.758953554957406,63.79893536277406,0.0894263654969178,2.4522528631928964,2,0,0,1,TRAIN,3
94,14.06052341751428,38.120920971249454,23.710359697061335,15.0,24.277858203160683,88.01450194903305,0.926099483983396,7.090134799810749,0,2,0,1,TEST,6
95,5.155583761656964,37.96458402465859,23.607155429252483,71.37089090821425,7.694787943777225,68.39102011666719,0.1136495026357657,2.403833859705824,3,2,3,0,TRAIN,3
96,6.392707075768733,37.96856212840984,23.578462711322132,82.7488694702746,10.168791709994899,56.65831913550534,0.10255186612341353,2.0047858180641707,3,3,3,1,VAL,3
97,15.030971371628755,37.94469611557424,23.63491292193327,80.27810283096281,15.054428598998241,71.19740398239867,0.29237786848316144,4.26374257254527,3,2,0,0,TRAIN,3
98,7.873622737572415,38.009498681775234,23.608556382029764,76.47643939524707,13.957280657182942,68.27384337944181,0.14197790733344492,2.8065131375938948,2,2,3,0,TRAIN,3
99,8.580478559188208,37.96883928414887,23.60321837231303,81.2488868168659,13.619761017399664,67.50943287340434,0.08267368855616541,2.6059634401485776,3,3,1,1,TEST,3
100,3.651494335042578,37.93190756373212,23.59265532906027,81.46986830866994,1.7027313230953567,56.37897987808206,0.11275943706547217,1.0820680916141452,2,3,2,1,TRAIN,3
101,8.475109439717269,37.97674965769076,23.60186142288956,78.93494554104373,14.057499888715023,47.3792590990762,0.20451762992990816,3.587090383623214,2,2,3,0,VAL,3
102,12.01667668807114,37.87952123696069,23.65001867986672,15.0,29.993897862746635,30.80484558181998,3.9076895286042888,7.45955829184773,4,2,1,0,TEST,2
103,6.553812597824215,37.943275509909924,23.587454802168363,83.41084216388086,6.308984146872383,55.98794115869307,0.09264963043319487,1.591882086229419,2,1,0,1,TRAIN,3
104,15.907061591539968,37.907445710001355,23.674688633856277,54.8370342983887,19.9419864478578,43.04924919043243,1.1653157987217972,5.740839175210689,0,0,3,0,TRAIN,7
105,18.635818171774897,37.84020476356201,23.702579347739302,87.64632242586529,21.060187730034354,31.975489568531174,1.3900011994214496,7.314248161042326,4,1,0,1,TRAIN,7
106,12.540789963563899,37.86381925051919,23.652774049888734,28.92785317343095,22.524535632774015,48.88800899310215,1.826833997537483,5.904401130011668,1,2,1,1,TEST,2
107,6.198756800538446,37.857031705178045,23.57046068595842,59.387125257008904,21.00741091860466,29.108312878320085,1.8287170407127153,4.2599925867033175,4,0,0,0,TRAIN,7
108,6.746567779051159,37.99818602609883,23.62689556797537,68.58503158614704,12.328351272120528,64.60848183012116,0.13533757344313518,2.738682614240017,2,2,3,0,TEST,3
109,15.710377857351276,38.14219160620686,23.722071107472456,15.0,19.876057272971565,91.8076141382773,0.5764709941626988,6.259077507023754,0,3,0,0,TEST,6
110,23.644798970707804,37.681314270990626,23.520689067318237,61.00573714390646,18.436294953800893,10.0,1.7892240359773885,1.253928179018329,0,0,1,0,VAL,7
111,6.8587007498357035,38.033941292014546,23.570760246009968,85.40066168577499,7.507507799509478,65.87515511920479,0.04051849213657597,1.3264006871382699,2,2,0,1,TRAIN,3
112,7.110128541313628,37.952092297766995,23.54738309127726,68.63542937125573,8.337821376815148,49.10262430057276,0.04384692043548287,1.6105042252002615,1,3,0,1,VAL,3
113,5.236344558191259,37.98248203003749,23.524260062519637,90.0,1.8110537367794848,62.63696818988721,0.0335677840026709,1.1710485522497398,5,0,0,0,TEST,3
114,6.871919743315548,37.954256014571115,23.592147984667346,71.20924673794684,12.07315346263204,50.49753304111926,0.16746914545743796,2.103335253748404,3,2,0,0,TRAIN,3
115,7.854152687722685,37.976304611598366,23.558287108855275,90.0,10.90753738733634,45.54259613267916,0.06486781156363601,2.3396939782346653,2,3,0,1,TRAIN,3
116,7.111756507947523,38.07860186187492,23.63722230976529,22.11886346154965,18.801957093617265,80.92469510601966,0.3028585820844554,4.156839823029539,3,0,1,1,VAL,1
117,6.416836631402111,37.964775752552306,23.618384160909507,73.94676519840218,13.870964268779998,66.6204784330407,0.1053728083918616,3.948901612914234,3,0,0,0,VAL,3
118,19.062512668599517,37.85099941856466,23.68821621657922,78.30237555532563,26.091288462658724,14.507657841406498,2.139559275210736,7.5935720862635145,0,0,0,0,TRAIN,7
119,11.861659873100022,37.91779087368671,23.643052907249412,15.0,34.65254739315646,34.47082506372161,3.7160820366494445,7.922208854275759,3,2,1,0,VAL,2
120,7.089807580012547,37.92329127182848,23.618952494010674,66.68406513921462,14.442500762176307,45.6786499221413,0.18073562715347996,3.1623182939919356,2,2,0,0,TEST,3
121,11.376564801329506,37.93340397272573,23.612919500199414,52.37574067478681,20.486769636945812,36.23752303634329,0.5890153673297213,4.968010403755813,2,3,0,0,VAL,3
122,11.079237265846011,38.136774877158665,23.68227828413105,15.0,19.487782982561754,84.62953876425095,0.6427147274265214,5.823797484757821,0,3,0,1,TEST,6
123,12.46901188317492,37.796994309840116,23.60799541325709,90.0,16.646553437743638,15.95211311233085,1.6812681856892318,4.026735475168567,0,0,0,1,TRAIN,7
124,14.631172047712404,38.074834935926496,23.713950335866485,15.0,27.73519219146502,88.51301862947375,1.36152201893551,7.948091079292662,0,2,1,1,TRAIN,6
125,11.68392690565837,37.98537376075364,23.615146975383617,64.43367055595249,10.484529993772622,41.59138917196428,0.3057285021513048,3.746872612756915,2,3,0,0,TRAIN,3
126,3.798512893873861,38.09257793659686,23.602556848144754,61.01886059575144,6.483230930740355,85.1790324942887,0.01637715858230337,1.8577342827037382,0,2,2,0,TEST,5
127,3.3733387102735737,38.044854472273904,23.53418535589699,67.5527422259,12.067086649748408,87.93315368787492,0.040532028009520715,1.006793647468515,3,1,0,1,TEST,3
128,13.99600950096269,38.12661547097378,23.67422974691705,15.0,22.365992911279324,99.96601513190068,0.7297690843280352,5.5339662277126305,2,2,1,1,TEST,6
129,4.246420785285524,38.03729029437008,23.57088084481221,64.49675232779573,10.209159473298236,67.71357896890325,0.0909798439336678,2.107972773686911,4,2,4,1,TRAIN,5
130,11.779563067276529,37.659166836791194,23.577470479972654,90.0,19.353285286640787,10.0,1.3805148861917527,3.3029848845057073,4,0,0,0,TRAIN,7
131,17.01707628964003,37.862349553397,23.649908627931435,48.04631140701016,28.411916726054628,39.898590799130304,2.593011861895192,6.634217702459719,0,1,0,1,TRAIN,7
132,11.209855088656198,37.94987118989906,23.614397123431093,15.0,19.116873232501874,49.091254193347694,2.274522866295991,6.528232876011167,2,1,1,0,TEST,2
133,5.982105748277845,37.995672123965996,23.582094077047046,84.8487592565624,6.453018216894204,59.307560414627424,0.052722662293900484,1.1810829697235523,2,1,0,0,TRAIN,3
134,7.3075166996340775,37.81204941689074,23.61434536019603,90.0,13.6026512015289,10.0,0.49756041582148347,2.5069234991020077,0,0,0,1,TRAIN,7
135,2.551532616334459,37.794564411473864,23.721041448284076,90.0,17.487776202315438,16.938321427906217,0.4936630269292574,7.236531499292452,0,0,4,1,TEST,4
136,7.115709399279903,37.88590934670011,23.59244733380178,69.32159722952898,18.5201213716479,47.49125308051149,0.2882193042425006,3.698188771072328,2,2,1,1,TRAIN,3
137,12.51455395802836,37.87344996160725,23.666590851347202,17.958932228941613,27.503087111460857,27.76194957434779,3.389663564141985,6.357504119565965,1,1,1,1,TRAIN,2
138,10.596788749733083,38.16420085894385,23.67537367971735,15.0,19.142573632885096,85.06266257318273,0.7182089497946302,5.911173067274999,4,1,1,1,TRAIN,6
139,14.407449742919283,38.07662158839963,23.617530041240133,15.0,17.874234270862495,67.54467186783474,0.19984488942170042,4.685684296882584,0,0,2,1,TEST,1
140,4.06164460942808,37.91109565137424,23.544477125639762,90.0,8.333439897514813,42.84546592958591,0.11030183651137257,1.5204695880748278,3,2,0,0,TRAIN,3
141,6.054329094512762,37.96904715038172,23.555386570837676,86.36416789270896,8.304948179151772,56.08573585206838,0.05052354187956864,2.588787681077353,2,0,0,0,TEST,8
142,11.68096022766726,38.18386029783542,23.687801255590152,15.0,16.492045397991788,100.0,0.401007234096786,5.980597994451862,0,2,1,1,TRAIN,6
143,9.351169705905106,37.77328613203531,23.59991763336437,68.55186350489693,22.479106880626194,20.528775157684986,2.155059310400473,4.574276159161707,0,0,0,1,TRAIN,7
144,7.248718371503615,37.966588111740634,23.605656255349494,75.83874117646982,9.61800111906776,48.79785693172752,0.09300908374571491,2.7990752944129933,3,1,0,0,TRAIN,3
145,10.932030790585388,37.984048666609645,23.62349902393756,59.46474122418429,5.365414527168847,68.03455131230012,0.13375336269262916,4.202647190284858,3,0,0,0,VAL,3
146,4.975747497471363,37.97080491001498,23.53527690180401,90.0,4.065867033935119,72.46050202568628,0.03969767484131532,0.42336179115311406,2,2,0,1,TRAIN,3
147,7.796421875048603,37.97364511869373,23.6519147775967,58.98001111740565,14.20685640969905,53.01398284527019,0.3320753716535975,3.01455686910564,3,2,3,0,TEST,3
148,6.398268881292933,37.98158535062052,23.624323388335384,55.91488499123394,12.693723098262236,45.73554230111884,0.27162116127120006,2.4417775677175095,3,2,0,0,TEST,3
149,8.70677223194127,37.96600445627887,23.595932843702304,65.81505101699601,11.962343564811945,49.51256445809923,0.2051142068251047,3.648239362338202,3,2,0,0,VAL,3
150,6.1556304933849235,37.942658377900855,23.560596432904774,86.82463408981403,8.973977575837521,57.44728051873454,0.05484125788362413,1.4874207918795423,3,2,0,1,TRAIN,3
151,18.398944360539264,37.858682995360084,23.714252379983655,77.3123146349987,30.1565956255439,40.11404255405412,1.3372503783208853,7.611910173717356,2,1,0,1,TEST,7
152,4.286530848318877,37.8628699569015,23.538933774128203,78.98841510996567,7.87088631088343,31.392804637339506,0.21816775066943694,1.5415948219115019,1,0,1,0,TRAIN,8
153,10.886466680501929,38.158430836736336,23.64476190660632,15.0,24.449801280270766,100.0,0.8097776153497501,5.957258218941303,1,2,0,1,TRAIN,6
154,7.822350522109241,38.15365090905554,23.674609146290504,15.0,20.27244911205794,83.12679827194506,1.0561300756838978,5.2512458358917025,0,3,0,0,TEST,6
155,13.832301781307494,38.142415491969736,23.685120610075785,15.0,21.64942479673009,100.0,0.26969418790279875,5.662358565277784,0,2,1,0,TRAIN,6
156,11.522264694284894,37.95246159097501,23.591799500030163,60.74596263800561,20.01431209151203,43.79538742626213,0.3251821518609652,3.724178942625032,3,2,0,0,TEST,3
157,12.841599052904378,37.991578295261874,23.637543612008614,62.2920007340859,20.551695498639255,61.81690215898191,0.3559210843527676,4.257114004125703,3,2,0,0,VAL,3
158,15.458255258739433,37.826231010666525,23.6459305104584,50.818153138488725,24.394049698684306,22.592699157806567,2.791593372290752,5.965095131210007,3,2,0,0,TRAIN,7
159,19.193242432551152,37.832745024948906,23.67666285382435,90.0,21.385078299008,15.616089648837864,1.0925319425732836,6.529624152657265,0,0,0,0,TRAIN,7
160,12.275643925240079,38.150648063895716,23.686316457411575,15.0,21.82452308700186,90.69647732605267,0.72507990264436,6.403447133736324,0,3,0,1,TRAIN,6
161,10.003968442989027,37.79708744206314,23.58147168107657,73.32558634932528,17.45676054842525,12.8508331527104,1.190159300440365,3.71662906802207,0,3,0,0,VAL,7
162,5.234046600548489,37.96244269937586,23.557859194582417,79.792818309941,12.978959155260878,62.40114601943679,0.08912533504789538,1.7822487180318687,4,1,4,1,TRAIN,8
163,10.244371740417707,37.99597816665654,23.61979312286827,73.14897948185418,15.571782570845219,60.40990203017142,0.08255648680896624,3.159164352141552,2,2,2,1,TRAIN,3
164,13.752971555617357,38.18665638990433,23.688376507491242,15.0,21.97777705559444,92.19941782898114,0.4016899803778261,5.903295047148626,5,2,3,1,TRAIN,6
165,14.180973158662615,37.785817788694835,23.66162005456851,90.0,13.19564327159842,16.67795071426663,0.24973448657610556,4.419502707091963,4,0,2,1,TEST,4
166,7.344457396038157,37.96838000161518,23.60901070560446,50.34993364617664,18.387074394577596,51.50017369424487,0.20851670262416505,3.032215525193429,4,2,1,1,TEST,3
167,12.43018801715034,37.98159301980914,23.662532934264526,61.74051684181905,13.955639566680638,61.71801532239721,0.2755622627664673,4.241093093154442,3,3,0,0,TRAIN,3
168,11.314882126903449,37.96472186838186,23.604704519733495,16.538539553628198,18.988035038076713,62.08069075325499,1.4104311738281485,4.991698370323045,2,2,1,0,TRAIN,2
169,10.199127312879575,37.78033157942413,23.61494235099625,90.0,21.58790838196536,25.900823955863235,1.2410713807950209,3.5729338853469823,0,3,2,1,VAL,7
170,9.564903685653272,38.027809002824185,23.644108396896755,15.0,23.921356261232244,63.40572116897998,1.0916379062465262,6.0547001499458135,2,0,4,0,TRAIN,2
