incident_id,predicted_killer,p_killer_1,p_killer_2,p_killer_3,p_killer_4,p_killer_5,p_killer_6,p_killer_7,p_killer_8
51,3,3.600414703660602e-06,1.6274041692208264e-06,0.9996045453461933,2.5724889161431483e-07,0.00034892505483582917,1.0003705640647617e-08,2.2342101044754463e-06,3.88003173963567e-05
52,3,0.0014812283407330622,0.001113943564594611,0.9778757383822563,0.0002142522541097708,0.016066530648127755,8.90208987249661e-05,0.000602476220083775,0.0025568096913698014
53,3,5.4982785477380495e-05,1.2446616682061349e-05,0.9992966907089665,3.88365743357532e-06,0.0005044142392857898,3.938382744061302e-07,1.8926797596225633e-05,0.00010826135628418823
54,3,6.57199304642652e-05,3.948975510922185e-05,0.9940635976398133,1.4452363619373982e-05,0.00483098583789928,1.1684540409836473e-06,5.016998732202591e-05,0.0009344160317313413
55,3,3.791764096434447e-05,2.2005824628845247e-05,0.9978905302121129,7.978871859422191e-06,0.0018110023634396778,5.076420740870109e-07,6.457333315757098e-05,0.00016548411176303256
56,3,0.00021817578576974723,6.412856939670533e-05,0.9988598915840385,1.0008555438693659e-05,0.0006305388795991816,3.5605212426696094e-06,0.00010600062708720951,0.00010769547742723332
57,3,0.02177771826116152,0.031181829951444782,0.8853171364420651,0.0008081999134260929,0.03881760935139214,0.00035874470752738036,0.001150720005387184,0.020588041367595792
58,3,4.50691327028421e-05,8.649116164021525e-06,0.9995668231908152,3.452887057755279e-05,0.00027016715011295953,3.642457257375731e-05,1.8639653028603542e-05,1.969831402501524e-05
59,3,0.05501334936030802,0.008306033427364062,0.5026291125415219,0.0016106952933799257,0.0018615884801742111,0.00021394774225780739,0.42993437457013267,0.00043089858486139936
60,7,9.922176281524699e-06,1.4368776289421874e-05,7.884490049029551e-05,0.00019636324657077502,0.0020706274878613995,1.0478302258212893e-07,0.9976009716405272,2.8796988956667033e-05
61,3,0.000562318347495119,0.0015843102396669003,0.9707664380612574,0.00010103547926424953,0.019018145398470077,4.537049067431004e-06,0.005947719783991278,0.002015495640787435
62,7,2.30579126159528e-06,7.434857343644496e-07,3.6744250262117848e-06,0.014860315529792289,5.359221517042613e-06,5.446684737752339e-09,0.9851266424790851,9.536208988380321e-07
63,3,0.00017853233145398626,3.4627073617867795e-06,0.9993408854418206,5.1850399191109494e-06,0.00041068219665113716,5.691705572238903e-07,9.841701878907456e-06,5.084141035716967e-05
64,6,4.764891405462397e-05,1.761424522939283e-05,2.1699771223663057e-07,1.67210806564438e-08,6.401843370446099e-08,0.9999343839584894,5.502466208626175e-08,1.2033791523038163e-10
65,4,6.830711862182495e-06,1.596869346229417e-07,0.00017804343595575708,0.9992319513699183,0.0001882834605697581,2.3131028460022544e-08,0.00038886501417115905,5.843189559851073e-06
66,3,0.00017054437961726916,3.359816206962219e-06,0.9994365152582649,6.2213023090814675e-06,0.0003208276659964113,6.40013213120848e-07,1.0174308545137798e-05,5.171725584733866e-05
67,6,0.0014159304476582194,0.0007106587792608246,0.00015022236588662795,3.173749886398907e-07,1.5142736955789955e-06,0.9977048483405498,1.6498738014905987e-05,9.679945406487418e-09
68,3,9.311489361091167e-05,3.379881461273052e-05,0.9931297253517166,0.0002615052289374795,0.004881810316605703,7.29154346151421e-07,0.0001083756449082513,0.00149094059526223
69,2,0.0008779349261009823,0.9987719905532905,2.396279678879538e-06,3.6880761099447543e-07,3.530199166638977e-05,2.5219861083278582e-06,0.0003083178581454469,1.1675973985800684e-06
70,4,0.0015502246927751736,9.485667122444616e-05,0.00012261256856895738,0.8576540654778314,0.0006754213749734641,1.9852358850513854e-06,0.13966383496432344,0.00023699901441823389
71,3,0.00013589257992567002,3.2631760950741675e-05,0.9995113512982218,1.811127693205958e-05,0.00015886806145268124,8.454473035407686e-06,4.5173338351183255e-05,8.951721113027601e-05
72,5,0.006616135230227102,0.0011850151747710303,0.07991371603020313,0.011540336939279772,0.5814115501480949,7.995869734460142e-06,0.06228785801948552,0.25703739258820424
73,3,8.575365931393202e-06,1.342533578345698e-06,0.9997700985580169,6.570526544575433e-07,0.000199418046575674,3.289086292172213e-08,3.317347667778357e-06,1.6558204712396767e-05
74,3,0.016426986448895727,0.03913080886631104,0.7512575510361964,0.02818788145575139,0.05324543190240167,0.0003720907032424809,0.00573795736159363,0.10564129222560768
75,6,0.003942099320268725,0.00023258380334956931,0.0001763679557123305,6.944484107636748e-07,7.470134553729977e-05,0.9955648482838289,8.594287350099816e-06,1.1055554229644492e-07
76,2,0.0014515228307975367,0.9891793647901392,0.0012197619851755457,0.0003254357815714787,0.0010731861834481122,0.00035399213950315655,0.006006465058727954,0.0003902712306369415
77,7,0.00022598448674399812,6.167551225924715e-05,2.332699997110904e-05,0.07254793371223135,0.00025311575985102183,2.6021629594094925e-07,0.9267947149843844,9.298832826292768e-05
78,3,9.68041281078735e-05,7.300095797126087e-05,0.9950654172003165,0.0001649360446323912,0.003800102988271468,7.905692262913497e-06,0.0003281121251643364,0.00046372086327331344
79,4,0.00015225529888450738,4.53968053135073e-06,7.990347460733059e-05,0.9968129416772694,6.992087855506085e-05,4.55150337170659e-06,0.0028554657583187647,2.042172846184283e-05
80,3,0.007440022130922544,0.0019273640764060737,0.9723577762004771,0.007608194330411101,0.004820117136564745,0.00015453002452779586,0.0007719134771503066,0.004920082623540503
81,3,0.0068027969489054905,0.0005148457130833468,0.9686176380147212,0.0002807610329496599,0.00605024583773363,1.9401308043744875e-06,0.00019962852259652387,0.017532143799205913
82,5,0.2336547700296189,0.024370453508922512,0.10465883815387537,0.003350034783459372,0.5246644156367808,0.042892922595571314,0.016740056568894636,0.04966850872287707
83,5,0.0003293399440755356,0.000623315465823347,0.3399548503349716,0.0008531339165107414,0.6283095879880854,6.711760584322641e-08,0.0029877364986937785,0.026941968734233834
84,7,0.0048940835678698705,0.0003604676226331331,0.11615989427191131,0.03970309202897741,0.3224654119399014,7.467497191894766e-06,0.4994935704619883,0.016916012609526822
85,7,0.0002930158018684268,0.0012985475518147286,1.8879246421572546e-05,0.0024922287889775066,0.0002322708362968454,7.469807590433691e-07,0.9955569900781429,0.00010732071571915419
86,3,0.00029968653709970636,3.4749647074141247e-05,0.9987277117074151,0.00010431953707718637,0.0004411363689036196,6.6310923658881785e-06,0.00012728444012221143,0.00025848066994212484
87,3,9.256079040129942e-05,4.770204868919082e-05,0.999099500653084,5.587156460517446e-06,0.0005515015973153525,5.778107065151679e-07,0.00011817305742548931,8.439688591764511e-05
88,3,1.0860776768734503e-05,6.663836535002971e-06,0.9993127428778974,6.662407038578123e-07,0.0005816431851876316,3.689057852416099e-08,2.1946585024550792e-05,6.543960730434345e-05
89,7,0.00012128355789862118,4.433517135839713e-05,1.1268317791903035e-05,0.0021472144495397424,4.1260489444805216e-05,3.5267547689363675e-06,0.997629154665865,1.9565933326829576e-06
90,2,0.002281906370327677,0.9973869288689676,9.024942038838533e-06,5.855546807183646e-07,0.00011732982985401373,1.153769152700909e-05,0.00018623259540053312,6.454147203684324e-06
91,2,0.01481392578029758,0.7396386967596196,0.19694242308839427,0.0004811410434229219,0.03768248296633301,1.7664835375469034e-05,0.007788062498100269,0.002635603028457058
92,3,0.0030608758247610106,0.004905180567626212,0.7801812309494084,0.0010384600457188063,0.17728833419509318,0.0002907734941806982,0.0022716442148460222,0.030963500708365604
93,3,0.005442659186161718,0.0017463893330587224,0.9670272311869967,0.0006203692214336379,0.007518145244988059,5.561827168461606e-05,0.001381269049623619,0.016208318506052935
94,6,0.0015538495194507389,7.172379092676612e-05,7.499067903425143e-05,1.8709745779272554e-06,5.9697881548529385e-06,0.998282027806347,9.52262416661918e-06,4.4817341761760363e-08
95,3,5.200763672939345e-06,9.971913302205842e-07,0.9997975285205645,2.7727868224253586e-07,0.00018543948074306414,5.888437842105314e-08,1.1829059484914078e-06,9.314974680203691e-06
96,3,2.1849272019395033e-05,2.147999235931422e-06,0.9992480731461009,3.0821367413225636e-06,0.0006410494536857129,8.635327986695046e-08,8.5904687375167e-06,7.512117019937856e-05
97,3,4.87617074844198e-05,9.646665850273839e-06,0.9997237142542748,4.422634328115875e-06,0.00015252558118157737,8.824531083225863e-07,2.993327345004758e-05,3.0113430322522964e-05
98,3,1.3638304402352084e-05,2.133027545931606e-06,0.9992787329885447,1.5547215591162172e-06,0.00066618196303601,3.6698080406584424e-07,2.9221247658039117e-06,3.4469889342044654e-05
99,3,0.0031728977499148226,0.0006351031268878074,0.9846266603521436,0.0014075242721654233,0.0033959378554625206,2.2606579977906216e-05,0.00044722614420643906,0.006292043919241372
100,3,9.524459524269576e-05,1.766439425581546e-05,0.8087926662661199,0.0005354380558017731,0.18289248814616269,7.843949925761986e-07,0.00019616438609218587,0.007469549761332312
101,3,6.8238305231248455e-06,1.4415128699584613e-06,0.9994289654979901,9.951511727603378e-07,0.0005330095249553436,1.466238366511831e-07,2.436494431565328e-06,2.6181364220442074e-05
102,2,0.0010538010277894305,0.9723890231984048,6.448908282293122e-06,6.325413796016588e-05,8.294348474932401e-05,1.723663342675125e-05,0.026376676675300133,1.0615934086900792e-05
103,3,0.0010303137224030303,0.00170831135880934,0.567103095604393,0.0011664501343943176,0.2372515280563724,7.910706599573402e-06,0.003169547305486596,0.18856284311154173
104,7,0.07006553615418487,0.0019808739253859196,0.01678907530834005,0.08859757740160694,0.008419380392139268,0.00040838156043874986,0.8126950845597477,0.0010440906981563178
105,7,9.280705053447623e-05,3.9807319506865836e-05,0.0006893175949627347,0.06326536300263327,0.0022119895862321355,6.074467215241513e-07,0.9336465984161806,5.35095832281965e-05
106,2,0.021317740637568108,0.8233983655462331,0.12030355777180336,0.0057630338746904744,0.004320790719079102,0.010646291791982287,0.007459170429205803,0.0067910492294375995
107,7,0.00031319157284683544,0.0006309165581539546,7.200506240538457e-05,0.00015394684102035106,0.0017548205299948638,9.609092354665315e-07,0.996900414863875,0.00017374366246804043
108,3,1.7158664723506254e-05,2.7286186888840627e-06,0.9991963623554437,2.0392615742310166e-06,0.0007365192033877613,5.214065925644516e-07,3.296666203200344e-06,4.13738233862491e-05
109,6,0.012068514516684637,7.966165794768793e-05,0.00044268102606106026,9.194465465977203e-06,2.5744628112203582e-05,0.9873427716859013,3.122910816680004e-05,2.0291166022974418e-07
110,7,4.764900352854142e-05,4.835817329991247e-05,4.5542210148107805e-06,0.00036762093049250453,0.0002478288983211924,4.000119973056692e-09,0.9987219610444551,0.0005620237287680477
111,3,0.00010645737209526187,8.453450375682057e-05,0.9822110156985335,5.162189274274923e-05,0.00832885012692671,3.4617776993708086e-07,4.573127869379584e-05,0.009171442949481193
112,3,0.0007958381456251301,0.0007016427037082742,0.6091000266169223,0.0023562460900019154,0.23071882584020897,1.561212859542768e-05,0.0020314090055597645,0.15428039946937808
113,3,0.0007127321308051629,0.00010165332268674404,0.972876532958958,0.00021189527555602982,0.016110706820508018,4.7158990383871463e-07,0.0004070867384656607,0.009578921163116563
114,3,4.170818007759629e-05,1.2900298157913933e-05,0.9993096478060625,2.840548283860456e-06,0.0005307780586035868,5.397225275108467e-07,2.522675219913429e-05,7.63586340878907e-05
115,3,0.00014660933137624688,8.508130526774844e-05,0.9812023617870842,0.000341348488575551,0.01020755633321833,7.125593475197156e-07,0.00026265369314499237,0.007753676501985221
116,1,0.7493706139517301,0.029867722289728654,0.033733467573848104,0.00030717798831117444,0.0021190158456762657,0.18331482902214155,0.0008343382737045015,0.000452835054859542
117,3,0.0048891352379287056,0.00013161554760249467,0.9930882941144686,6.22669633760256e-05,0.0009440109072670747,6.847253053132341e-06,0.0005368441063170973,0.0003409858699867338
118,7,9.276084651998443e-06,5.191565007568893e-06,9.987093747803473e-07,0.00015536848706963917,4.86212134851877e-06,2.0725827743870175e-08,0.9998239820987789,3.002079408642798e-07
119,2,0.0005548365054190976,0.9991911857454041,1.6387615204410788e-05,4.0618173502025525e-07,1.2097468281226409e-05,1.79949819663501e-05,0.00020597000219643832,1.1214997935655766e-06
120,3,8.134951282839746e-05,4.493299913409532e-05,0.996234841930914,1.6126642945921053e-05,0.0030806797096061996,1.5258247281490386e-06,8.374101172113537e-05,0.00045680236812225785
121,3,0.0009005695890871754,0.002015415316161844,0.9411890164111778,0.002200357872768785,0.010922074953433138,4.0389713523487286e-05,0.040460859084899964,0.0022713170589477453
122,6,0.01236121938413445,0.00020504637137111993,0.0018000292614380716,5.3858991093768264e-05,0.00011328181100046901,0.9853164485351257,0.00014846300394857383,1.6526418880537506e-06
123,7,2.2202728662249684e-05,6.418014895423917e-06,2.8645635485246708e-05,0.0016417318769827893,8.935837761407942e-05,1.8668716008962875e-08,0.9981923137406803,1.931095696372301e-05
124,6,0.0004223557184039302,0.00012472311846226837,2.206758314246418e-06,1.7487852264644435e-07,7.549345365716907e-07,0.9994490902214421,6.913192062932905e-07,3.051111972037627e-09
125,3,0.00012202123172406939,9.609771835477837e-05,0.9948990450222011,0.0002543857373345553,0.003645716524408766,1.1707099467159728e-05,0.0002697580350304088,0.0007012686314790188
126,5,0.0014322402802833852,8.384596684617388e-05,0.44033827819896965,0.0002628599469315877,0.552440307547691,2.8754855213123625e-05,0.00024768256135281356,0.005166030642712172
127,3,0.004006037507690598,0.0019916847443604666,0.8470627616119344,0.0009493493968035869,0.09580290344712662,5.516213828631518e-05,0.0010085056601333358,0.04912359549366467
128,6,0.00031282079273495857,0.0005163658543458716,8.42781059918439e-05,4.770822424483465e-07,5.062407726743286e-06,0.9990791871626632,1.7238563582678524e-06,8.473793636456057e-08
129,5,0.0067766568375394135,0.004501179252028088,0.13239402155309127,0.0014241076314865885,0.8311448512133034,2.521718089800916e-05,0.0009675888607576443,0.02276637747089574
130,7,8.184467174909251e-07,1.1191017996665123e-06,9.066250420845831e-07,5.997406345150824e-05,4.5994048914988725e-05,7.236339157220131e-10,0.9998879613843216,3.2256061187824078e-06
131,7,0.00010485523216479546,0.0002892220750310666,3.321641584916104e-05,4.4592295429438064e-05,0.0003066520956930978,2.731256038562664e-06,0.9992086451778923,1.0085451901386551e-05
132,2,0.0020376995373092848,0.993288167525583,0.0007795279157063623,8.609069179426271e-05,0.0011302838934611542,0.000894344919710787,0.0010049756511227592,0.0007789098653122714
133,3,0.0007410041627811885,0.0020150234320625957,0.4639305254742535,0.0006871091189494689,0.39097269318647615,1.3621656027853269e-05,0.0022176467281488986,0.1394223762413003
134,7,0.000785071519630433,6.952920821909448e-05,0.004410686488466574,0.06720418777165639,0.015069210263297222,2.2021342553893535e-07,0.9100389943278112,0.002422100207493592
135,7,0.024495891987479344,0.0024862814364514656,0.005015321397292736,0.3954561020616952,0.0815396531720245,1.7652994644429064e-06,0.49009009077925836,0.0009148938663340462
136,3,0.005044175792892886,0.010039220462543528,0.8477710612115585,0.00838129184090381,0.021709516365020567,2.822436944333507e-05,0.002558398108650465,0.10446811184898669
137,2,0.0007898325468532582,0.9901004601292219,0.00028215299641217155,0.00010562642665522736,0.000441119661893098,5.375370140085751e-05,0.007953905857735552,0.00027314867982785977
138,6,0.002301151645537318,0.0012231204142918455,6.547188988175338e-05,2.0187076093033646e-06,3.6798015289184384e-05,0.9963617436981482,9.424653881684255e-06,2.7097536080396975e-07
139,1,0.5915513664097671,0.001773006099899217,0.16203414685451673,0.014584902336394397,0.049162995833492706,0.17731047643762504,0.002264378278811312,0.0013187277494932956
140,3,6.019344467562068e-06,3.3668817294750483e-06,0.9993719630543135,4.4189635862950263e-07,0.0005398710546257379,1.824927863667234e-08,8.649800075884001e-06,6.96697191505747e-05
141,3,0.0004044940469115956,0.00010775726937438695,0.9859955184980176,6.421085456612896e-05,0.006412407834320162,6.434397709673221e-07,0.0002905575202209291,0.006724410536818213
142,6,0.000282486134299734,2.1514845973661218e-05,1.6549831146260157e-05,1.6844478889840065e-07,2.0118183923144404e-06,0.9996768601838966,4.001276926768834e-07,8.613809954992313e-09
143,7,5.050416612536612e-06,4.104231929418531e-06,2.0491167025094825e-06,3.0483060538238267e-05,1.5123695680506983e-05,7.630386092939236e-09,0.9999408989633926,2.2828847582757297e-06
144,3,0.0003507725824973894,0.0002175920853470791,0.9827565900737596,5.2974598799598506e-05,0.015037179573129273,7.854127008781613e-06,0.00034840062697797525,0.0012286363324801096
145,3,0.0037407720134913103,6.789467633092796e-05,0.9947599505057129,8.078416810898905e-05,0.000701812871987175,1.5867628144219394e-05,0.00028727572090436764,0.0003456424153200817
146,3,7.029864982078497e-05,7.507608484293037e-05,0.9612564572065846,3.743964183430702e-05,0.017074412829862873,9.299375165196509e-08,4.933950608656186e-05,0.02143688308721612
147,3,2.967019517934377e-05,3.681568330998316e-06,0.9998140812093278,8.447353446126345e-07,0.00013720046406855843,1.05284455571059e-06,3.912146139860815e-06,9.556837053029827e-06
148,3,0.00010175277433102376,1.9659886685524536e-05,0.9993101732351494,5.366771596895176e-06,0.00045572356920282165,2.335677936504981e-06,3.352783080450208e-05,7.146025429331726e-05
149,3,6.206941887122508e-05,1.8454523083803648e-05,0.9994765002854519,4.550600400012629e-06,0.0003368996496627225,1.1958369360154164e-06,3.202629247952459e-05,6.830339311480477e-05
150,3,2.343382475769926e-05,7.874069647072712e-06,0.9990662168116695,3.687123918297865e-06,0.0006172654300118784,7.74427432132011e-08,1.2835301372213443e-05,0.0002686099958802312
151,7,0.00025254377518722245,0.0007391088075621034,0.0073716528510351965,0.002321049275361994,0.0008167378790838373,1.0133397289682783e-05,0.9883747346777196,0.00011403933676034077
152,3,0.0025369578478392,0.003978049965611226,0.3891073379680403,0.0018795694579421926,0.2149160204279189,2.221655400356083e-06,0.003802701130456404,0.38377714154679143
153,6,0.0022799071959595497,0.0009136279376215704,0.0013515599415070767,4.746988273261171e-06,7.491490789725408e-05,0.9953526333460505,2.0974344757399284e-05,1.6353379332954967e-06
154,6,0.1857874703266832,0.00474878718059132,0.003808438409354497,0.00010600136892195852,0.0012312892718410505,0.8030663752147184,0.0012327635423783608,1.887468551125771e-05
155,6,0.002266127292883006,0.0001354681755992079,4.357880237708679e-05,2.2280525738690106e-07,4.700294228177696e-06,0.9975485612512816,1.3048502741583721e-06,3.652809940596086e-08
156,3,0.00020636732317913113,6.679754496582659e-05,0.9989409342981797,1.0266298045426238e-05,0.0005240478130140192,2.577965958472771e-06,0.00012822025889141836,0.00012078849776595509
157,3,0.0009502209817797522,0.0001272103643085007,0.9979714578616481,1.7741124947254893e-05,0.0006218518691365711,3.8156931099356686e-05,0.00017706382508065002,9.629704199989967e-05
158,7,0.0012035252779068768,0.007999896391619538,0.20718128008835063,0.0002792314295970507,0.0017484786418848477,2.4473126232152e-06,0.781074658943306,0.0005104819147117572
159,7,6.95842688050929e-05,1.121972008214626e-05,3.526949301027338e-05,0.011190942189317352,6.733050150922382e-05,9.71415832513994e-08,0.9886157352912308,9.821394461780874e-06
